db1.tbl3_batch.col1,db1.tbl3_batch.col2,db1.tbl3_batch.col3,db1.tbl3_batch.col4
117,1090,432,2021
420,1332,1626,7613
242,568,1365,4813
540,641,494,7256
226,1103,1479,9304
500,821,201,7473
851,1694,1739,4659
212,1608,559,7777
929,487,982,8790
698,339,1554,2658
112,1881,73,2859
372,1660,115,415
298,1761,1692,4140
672,1245,125,5377
18,1996,663,1906
775,990,1017,4673
670,84,1899,6553
10,1664,1486,8921
7,845,694,697
152,115,1637,6994
624,1742,1613,8925
659,1590,303,5217
549,739,87,9255
134,433,801,7854
372,1340,995,9200
460,17,1094,3788
934,1823,810,6246
234,247,1216,860
254,305,1803,323
585,1146,1593,8134
327,712,1514,5940
361,1151,1571,4680
373,1070,504,6334
787,1790,994,4764
208,1972,1526,7708
266,932,95,8325
655,1636,1638,7439
996,697,31,2630
553,1202,778,3096
735,548,200,8088
857,786,950,1625
505,1156,1833,6269
563,1414,10,3166
420,925,1832,1411
307,807,1330,10227
136,1350,1787,9857
418,1624,108,906
194,1431,551,8373
94,111,294,4246
489,1867,1744,1000
902,464,257,6599
257,633,1354,991
24,209,1831,5702
231,27,237,3540
331,1983,1790,8893
605,499,1564,5306
861,591,1074,2720
220,300,1113,7939
296,1778,1161,1212
202,1624,1517,7111
947,1385,173,8211
342,1366,60,7023
592,1084,818,3254
204,215,1612,4896
992,577,693,10421
960,1446,1394,2295
891,1128,753,5941
999,722,1566,1760
76,1514,664,2207
549,434,780,5363
706,383,1533,9846
975,949,868,1276
41,1497,1255,7781
454,1298,1965,4148
181,176,916,2882
756,26,1686,10423
194,267,596,8999
589,132,1928,6803
831,81,1916,6475
975,1351,1121,6495
387,541,1148,1055
926,1748,132,3054
636,1582,1892,7374
140,1045,973,357
26,1442,471,8966
314,1477,1723,4534
320,1185,300,8712
447,270,420,3068
792,863,1876,5931
292,1759,1009,1013
753,1558,866,9896
235,1320,1764,2116
714,280,1133,2146
456,1620,1837,5637
891,869,1511,3211
838,858,1416,7788
653,984,409,10621
605,483,1327,7782
663,767,1990,9553
764,404,798,1385
66,478,1816,525
175,704,1341,9451
509,1159,530,7734
614,1390,1512,9105
90,552,445,9557
704,705,195,10326
165,1866,1346,8306
601,1535,627,5976
837,629,1188,4289
826,43,1493,8138
779,1100,373,6704
437,66,1548,2258
50,778,650,6481
677,340,902,1665
685,397,702,9090
738,1354,1228,1269
265,1672,76,3182
520,797,1448,7405
86,814,1021,3705
605,1277,1583,7169
51,1825,719,3111
178,483,1069,9978
277,647,791,2801
238,1759,0,927
584,1800,1598,1684
338,1161,1457,8648
71,1533,943,5372
373,727,632,9070
579,1015,1257,8396
516,1977,360,2716
850,1975,1761,10083
237,930,1606,733
465,600,773,4639
120,1487,699,8370
412,412,1957,5942
722,255,1173,7691
773,1854,479,2426
836,922,401,8082
569,1981,1933,10467
42,1265,1140,285
503,528,1714,2758
196,1848,1884,7195
71,1464,643,9937
90,1255,457,6833
548,1802,610,3240
490,1491,1905,6563
825,320,92,9055
748,871,98,3995
997,440,719,7618
382,1594,1822,1997
804,559,1302,823
465,1846,1542,685
153,743,617,3924
169,1121,1291,7490
271,1331,1516,6877
917,1017,1163,8493
109,463,701,8551
150,162,59,7978
430,332,75,936
450,1793,1440,5191
642,1512,1912,9702
779,500,176,5366
22,859,1742,6460
366,652,596,6966
650,127,1292,10011
819,1777,1389,6176
238,141,1168,977
433,1465,702,10415
952,1135,213,9567
703,199,404,3758
126,1881,1548,4513
941,670,388,3144
540,1006,1736,4462
632,1014,427,2589
197,1316,333,5523
685,1491,318,2474
655,759,1195,7056
481,320,738,1065
178,1654,453,6356
868,1903,1914,4068
522,867,773,1864
650,321,785,4840
958,251,835,10358
436,1262,489,5221
764,1964,313,10121
856,1203,1955,5612
313,1238,985,6338
18,1897,768,7473
159,1737,141,1221
817,1942,1194,9534
121,227,410,4623
71,1958,690,9645
54,61,1350,5035
459,1982,878,7071
168,1613,1212,5136
610,262,305,6676
581,1351,761,5981
148,1534,141,5832
628,1629,1604,7466
25,952,1085,7378
247,1738,409,2234
896,453,573,4963
720,300,778,5788
226,201,673,4330
922,1647,336,9799
945,1121,1782,8751
625,1564,1071,7279
705,1295,664,4439
483,796,1203,7287
832,745,1046,2073
9,1629,1393,3509
94,1183,372,9947
120,1473,696,5850
125,1645,1604,5655
548,1142,1397,3809
68,877,849,7332
296,1772,783,4139
685,1897,131,5510
500,1159,1390,2481
972,1462,1810,1619
44,743,50,3967
634,55,1616,2616
381,442,1934,5636
983,639,1661,3002
26,473,376,9040
704,332,1198,5378
496,125,1717,8567
851,277,1508,7831
135,140,845,2967
706,876,1729,9918
48,1638,612,9321
607,1993,1342,7709
506,728,1069,6497
120,1537,1918,4328
760,1459,1411,4435
984,898,1394,2763
216,1640,1047,4912
625,1537,1824,5162
525,1484,1161,8944
573,1834,708,1446
42,264,332,4808
922,819,1302,4350
751,1526,1987,10234
95,200,1158,5699
26,1465,1110,9245
835,68,1669,4384
894,826,1519,9206
241,983,1356,9174
486,1286,292,4367
970,1039,727,10671
239,269,1418,9673
303,161,699,5092
66,166,299,7511
280,1807,561,4632
191,1347,1371,7662
118,651,1551,7177
151,560,1187,5800
776,1689,311,10680
391,149,1911,5399
230,976,176,7547
350,308,118,9135
760,995,972,1793
570,1437,586,781
528,194,1210,6585
170,514,695,9767
862,879,51,6370
963,132,993,5980
131,1596,1900,8253
356,194,1786,8481
647,1071,1770,7126
41,831,561,9154
304,1479,533,4366
5,516,656,7353
328,230,808,8270
169,1232,674,8114
967,1772,1711,4205
799,1033,1681,2292
910,463,753,2487
337,157,18,1934
726,1750,1991,3154
68,1305,760,380
881,1958,1440,7567
538,284,1555,4613
736,1865,1021,739
833,96,119,7894
506,1268,1795,9583
745,1166,1527,5963
485,1881,219,676
442,1099,610,2822
923,1055,776,2158
919,1463,891,8681
50,1362,925,7981
148,1225,1985,2551
926,1116,1815,6947
586,827,59,8006
817,611,0,7551
91,167,191,8544
367,1711,1440,2736
935,1780,1523,3402
579,857,1358,5006
746,113,796,2005
873,1491,1166,2927
655,400,1343,1188
75,184,1228,2194
85,245,238,1608
226,519,1613,3683
362,1980,1005,2951
958,605,477,5377
567,1098,668,7659
591,141,1613,7335
23,460,706,1963
738,53,1379,4474
27,1618,399,99
120,1522,1334,3007
489,1472,111,5846
604,1397,1043,9783
852,1616,196,2197
623,1721,1702,10601
889,163,605,10112
344,854,1044,2350
998,596,1413,10420
30,948,862,8632
654,1021,459,2473
878,1403,1675,7672
809,782,1362,8022
226,168,708,3318
869,726,1602,6158
249,426,121,2840
49,704,1766,7632
725,1244,1927,3227
891,1753,1819,9744
388,908,1771,9809
943,933,1176,10491
780,662,1109,3872
287,1342,1181,7348
706,1504,1902,2379
765,1439,1226,10045
590,1798,71,6592
474,1920,1666,7782
755,810,608,7414
602,677,1268,1101
925,290,1481,1250
5,565,481,6038
792,923,277,1679
411,1548,355,9598
957,1962,598,4630
661,1090,858,8596
323,1720,448,1251
398,1568,1138,4801
281,498,709,5707
190,739,631,8180
785,538,944,10631
584,534,672,1208
958,1774,567,5302
829,448,609,3200
499,435,1575,5198
579,1065,733,8829
815,9,746,5931
433,1604,1468,6670
62,730,195,9531
452,1248,1658,9330
492,944,919,8119
645,490,1810,5255
441,1674,226,973
306,316,1922,4803
779,1492,728,4631
734,1792,1670,4138
942,374,1925,3710
125,754,251,2780
264,1453,674,2404
6,67,1130,7730
412,1222,1215,985
205,441,0,1770
178,902,1623,10175
467,273,855,903
495,172,1568,4084
694,1456,928,2092
991,195,795,10737
442,1759,555,8133
951,438,649,4217
917,1059,1057,7325
227,15,744,3724
747,766,792,5703
145,1495,1491,2119
569,851,509,9627
295,1199,1763,9540
240,913,1390,5650
856,55,918,8598
286,629,793,2820
951,1596,1623,8524
674,1055,907,8893
25,575,198,3242
451,1690,1998,2786
105,1016,1570,4781
239,1676,1497,6634
851,449,319,8180
417,419,1136,2574
331,1445,885,3022
911,834,875,7452
890,1621,1308,4232
41,604,324,1596
644,884,264,919
828,332,1033,3564
555,1731,57,10094
34,1791,1246,3123
875,1441,1897,8453
346,102,1184,8314
383,1718,864,2555
512,397,1761,664
737,105,1606,2341
810,1300,110,7611
287,505,1037,8011
747,481,1212,2573
870,1424,845,9308
958,1114,391,6467
32,964,11,1402
94,1305,1572,5416
204,846,169,5332
620,498,1483,6431
833,1165,896,2524
29,1718,1756,6703
265,364,1694,3655
22,1437,1100,2420
608,556,17,10470
38,402,204,74
172,594,561,1799
759,1266,1912,3098
890,323,1591,7050
412,639,1926,1783
413,1721,207,1089
673,900,238,5745
691,1247,1111,943
614,1243,274,3478
208,1768,1089,1824
21,254,124,2252
4,384,446,6437
650,1300,1405,1410
213,1290,1813,3499
671,1848,1624,6972
919,727,895,7985
906,1622,1141,7740
138,693,1091,530
656,1002,1694,9278
671,163,972,1667
594,1142,852,7742
666,1624,1880,9949
799,1674,1023,1899
316,240,1532,8609
792,1165,831,9876
575,30,222,2835
703,1305,787,10683
155,61,712,2335
423,1094,601,5739
499,1339,1363,2279
90,1749,527,6523
653,1490,374,10124
41,1887,1910,4049
760,1906,1255,8133
294,1657,482,3580
769,1256,1093,5286
336,68,52,2964
0,993,1797,538
108,1486,526,1888
927,62,260,7532
978,857,1263,3326
124,179,1039,5531
63,1332,726,7232
205,604,180,2165
414,353,1242,3505
953,433,904,8050
849,867,558,4411
243,595,1668,5324
589,62,1816,5490
622,1949,1805,2926
653,1179,1501,3138
215,425,1555,8143
964,78,138,9139
527,1912,663,1175
964,155,1073,8854
565,1974,1480,4380
652,1081,161,6931
379,1130,1450,10122
847,185,557,10341
78,1664,1940,2710
414,86,1272,8317
452,1280,1300,1720
148,515,1600,1921
638,1598,1678,7658
669,796,1203,4296
790,1948,622,1956
37,1688,1999,2585
156,216,808,1706
332,1000,1427,2472
287,239,1761,5789
111,1409,1231,6119
701,1167,1442,7123
617,874,1897,6463
90,624,1859,3610
865,672,333,8793
812,1816,1435,7937
48,35,777,8860
160,222,1746,5567
515,133,1755,3038
401,1675,680,5168
709,702,993,9071
319,1568,1366,5963
923,957,193,3342
363,1858,911,9971
888,1372,875,6965
441,1817,37,8118
474,451,1978,1412
765,1012,1783,5695
601,1734,1735,6953
311,1170,65,7254
531,1321,1061,8142
588,1641,1451,8652
219,1949,325,3396
673,107,630,6024
496,1080,877,5596
342,1942,803,4138
905,1277,1408,3789
626,781,1488,10549
93,325,836,1365
917,1639,1564,7324
132,743,1327,1884
500,116,1230,8170
171,1504,649,7601
625,1858,1699,2316
8,232,928,9457
810,1912,1790,9433
771,714,1925,5944
681,1626,380,4586
320,359,175,6366
97,32,1488,6177
168,564,1831,6324
959,1198,1267,7773
310,1469,73,6994
729,172,1922,2833
913,1206,1346,6012
911,1610,173,10287
342,758,1019,778
429,1926,142,4754
931,639,1701,7939
857,1510,1670,9670
961,1044,1614,9787
555,1031,471,2548
499,54,910,3174
772,1400,553,6633
284,145,229,2624
637,1329,1565,10238
259,1651,1931,4075
494,1099,427,9514
354,931,497,2635
213,1616,1328,7676
816,982,332,6638
199,1896,1607,8927
235,143,1274,9829
852,1975,1103,9848
135,307,173,6817
889,1003,677,9932
947,559,1662,9044
627,1397,1978,1182
964,329,1875,9031
916,1183,1719,6257
666,144,185,5709
421,773,1446,7821
900,456,1863,6929
340,553,1020,7158
828,1819,935,2922
903,246,811,4381
341,814,1548,3271
529,1718,862,8974
387,464,1807,3907
3,691,628,61
676,1573,555,4378
638,437,880,10551
398,307,965,3005
421,1338,524,5531
410,561,1848,8866
212,1654,568,1919
559,1799,105,2852
557,699,1143,3041
557,71,754,3292
47,1804,904,3502
186,1003,573,1123
501,1287,1262,1378
631,254,684,9369
643,1854,1630,3105
970,56,949,5463
530,1069,605,6665
952,1628,231,8933
786,1584,1046,3001
474,840,117,6200
743,1624,1078,6690
41,1288,267,8462
603,165,667,2030
260,1240,430,6547
47,1073,106,1746
920,699,1479,3065
962,849,621,9160
793,739,820,7751
585,574,398,4857
727,85,1605,10148
445,1899,943,2268
220,1572,1738,4204
620,803,388,9442
646,1989,631,9107
939,1069,1191,4710
342,45,723,842
237,802,1408,5843
154,1800,1045,8093
937,1473,1999,6544
840,325,1206,3590
55,1426,1486,1367
386,1088,955,2539
893,732,1040,5629
908,1206,390,1516
709,900,1723,5813
314,1286,1197,1977
37,219,1581,3331
340,1218,408,6264
850,1485,1084,2847
728,1174,110,6750
230,1026,1506,3415
451,343,1472,1982
341,82,776,4557
452,1403,1242,7836
256,1832,453,3962
433,1769,1112,7692
208,726,1443,4710
200,353,823,9067
136,1033,1067,9982
639,1762,909,5643
564,1516,1192,4108
855,1359,1770,4673
393,129,1007,8480
595,1273,733,7677
720,1298,1001,4163
844,1967,1279,6553
796,455,1975,1843
35,172,472,9558
214,1019,916,2874
26,1080,497,7956
657,988,1605,7715
17,427,418,6283
629,454,713,9584
136,56,1721,8213
578,1929,945,3986
902,1956,111,7203
825,714,1401,8319
974,1371,1381,2658
29,1339,963,898
72,36,1746,5195
122,1293,862,9227
956,1251,1451,6831
986,809,1024,8198
227,1471,795,6954
337,424,699,10159
990,1468,1584,1532
272,1062,1752,2475
757,210,564,3692
436,1890,1856,1187
901,263,1830,3012
38,849,1261,8650
920,900,758,8196
681,860,896,10359
425,1196,192,6124
314,967,1591,860
613,1711,1651,5574
805,797,79,3362
508,521,1222,2079
926,1842,243,7510
754,1589,1469,9399
156,8,612,2847
871,714,1927,7831
776,833,265,10725
256,975,1618,5030
975,906,1669,1034
869,1574,175,10478
854,1090,951,7065
634,1207,1058,1972
455,848,962,9113
46,471,1605,7047
331,879,1306,8279
9,273,1562,2480
143,887,744,9054
430,882,1441,9857
810,569,1278,9564
151,1169,770,9325
486,261,530,5006
135,1706,890,8236
586,947,584,2316
872,1307,301,5211
25,1751,1159,7904
6,528,33,8043
590,1993,1697,8390
14,1117,1437,3061
431,1406,1464,9980
898,1642,616,6123
399,83,208,2184
206,1325,1255,2168
600,393,417,7846
608,1334,858,9988
909,625,1102,6874
215,1836,561,2893
501,1793,940,6606
458,1165,1865,5765
258,1134,1639,3381
328,1694,1180,3471
453,8,275,3253
798,590,1239,1121
374,655,355,2576
463,578,1298,6665
74,1474,419,7516
241,778,1586,2035
16,1206,1333,2358
688,169,1303,3733
258,339,725,1565
122,1933,1034,1577
978,132,900,10132
983,1589,822,10892
310,345,608,5701
110,1565,1047,2649
255,130,1657,3873
233,1862,149,2611
967,1564,49,10033
496,1505,1929,2701
867,334,1375,2006
39,326,1015,3630
121,994,80,4835
449,257,990,5163
726,697,122,10463
807,604,514,5474
797,1537,1981,9254
792,1380,1171,9085
518,1865,1896,8372
91,1597,490,7249
360,701,886,4333
945,1214,1423,10671
122,90,599,2391
336,1809,300,2819
607,835,651,1820
512,1237,1470,5247
602,1903,1632,5031
427,239,845,9525
995,855,1509,10768
432,598,1796,10228
6,419,1589,6001
119,708,550,688
386,1251,1260,8481
349,832,1492,1894
640,1572,1602,1548
690,218,720,5152
97,1484,814,4180
933,1939,1012,4273
42,299,407,6989
182,232,1786,7221
696,1770,649,7808
564,1915,185,2989
739,1504,1409,7894
672,1640,1399,9877
234,1505,1746,6904
975,1224,535,2847
445,1501,1106,5354
869,690,1321,9266
906,39,1839,1721
199,1539,107,264
947,1190,260,2998
512,1285,1274,514
525,125,1229,7951
989,1306,53,1313
212,135,329,6346
377,1305,135,981
788,1756,851,5679
545,1424,870,3127
485,634,1651,3607
985,1040,268,8961
360,1242,1342,3474
781,284,1060,1127
167,1453,791,3610
889,740,644,3143
930,1623,1633,9232
681,1949,187,703
593,1608,986,4409
403,793,529,2110
827,1681,1491,7542
136,671,860,6189
232,465,838,4047
114,1312,1073,9052
251,851,1908,765
492,1246,1893,6779
288,1285,1708,3327
48,1399,1084,5909
451,645,23,3307
515,690,355,2856
890,574,28,9406
687,607,408,7023
271,566,1176,3633
430,607,1658,8236
25,1385,857,3515
69,968,1500,2576
292,1640,1716,8440
405,616,225,5572
233,1007,994,3411
230,332,482,7661
262,1311,113,3586
937,1905,741,10691
797,1979,204,2341
585,1894,1356,6436
120,820,506,8837
462,1144,1282,6634
517,309,1831,5150
23,113,219,9964
705,729,748,6991
679,1321,929,9711
376,404,491,2641
499,214,1403,9403
910,751,826,9168
436,527,915,9388
852,709,1643,7139
721,1572,327,5981
644,1139,149,9300
856,656,805,5047
803,918,688,5702
969,1084,1612,2436
498,597,1726,5350
173,84,773,6274
662,1935,1794,8209
599,1364,1521,3359
812,425,425,7233
508,514,1152,1901
777,740,1862,4470
309,1712,322,5687
69,542,65,1768
204,1855,30,1324
340,1601,414,5669
31,1813,1737,1602
42,1760,1618,770
117,1721,374,732
888,557,1280,1258
14,1596,1128,6781
321,1324,1100,5659
910,1702,577,5852
626,57,1127,9765
336,1752,1090,1455
531,1782,1829,10178
689,1135,1412,7020
773,801,238,7792
590,111,1111,3012
380,303,1328,7970
510,867,1926,10042
912,369,219,10622
119,818,1896,5944
25,451,141,6785
533,870,1159,9435
712,1722,522,5282
63,1827,1873,636
459,37,1880,966
725,512,1383,7460
313,1778,980,2535
982,1560,858,8670
804,395,1883,2098
589,544,711,10478
215,1577,1457,1002
455,1464,1153,5122
985,197,798,3218
735,693,1394,9513
888,146,1739,4538
539,769,650,3788
991,698,1919,7062
981,805,920,5017
816,809,1443,9563
712,1545,1210,2421
578,32,68,5790
472,100,1508,1982
358,732,389,6261
125,891,1577,8292
971,1469,695,8523
860,1689,731,4366
706,1976,1388,6784
936,1597,1171,7368
685,102,811,4318
86,1309,1447,1547
342,28,1012,6256
822,871,1389,7174
977,474,562,3148
394,803,1257,8322
483,1315,751,9077
665,1112,1235,9140
455,1900,756,7261
475,1432,1263,6590
209,1080,1136,8641
524,738,767,5180
675,1726,1987,9567
999,232,53,3669
766,1761,1782,5126
895,1458,1648,3443
575,1692,1977,2901
306,350,1322,3102
75,486,841,7121
21,1549,1378,2227
59,400,1428,5238
385,569,974,1995
55,805,1689,8734
167,776,632,631
411,725,161,4734
716,658,1205,9573
864,81,523,6339
770,1578,1946,10451
190,1157,1996,7155
481,567,1240,1279
918,1011,1014,3718
566,1166,1369,3806
415,1608,778,3770
339,1690,1269,4268
795,1991,383,1654
891,276,1095,9446
775,697,1548,8463
258,1029,750,5280
349,227,1977,7933
600,11,1621,7002
436,1657,1739,9543
221,107,200,1995
412,628,1282,3777
349,905,302,8363
481,1577,554,8823
600,1293,858,8025
976,131,1025,3997
58,980,1024,4295
151,941,954,6545
933,767,390,4750
539,327,1781,9801
224,1838,89,984
317,1065,1970,4768
995,1517,552,5622
562,56,805,3301
774,607,391,8213
278,1854,1366,5826
557,51,1573,7348
473,1878,4,8389
845,1861,1904,7690
617,535,1365,7484
795,1485,737,9903
23,1049,1275,3966
518,1627,1025,3978
367,3,1520,1859
995,467,69,4616
998,1275,1310,9916
334,1177,923,10135
432,585,1297,5450
2,508,1376,8164
257,359,1621,7007
262,1459,1038,5103
120,764,44,9251
719,1435,1210,8187
20,1193,720,107
904,1424,1731,1466
139,856,1892,1407
476,42,840,10158
791,1480,534,6352
288,1267,926,6333
205,1638,825,9969
42,1053,1215,4696
849,615,676,4020
117,1157,801,7629
4,24,370,7856
206,229,1125,3006
634,887,1924,7480
838,461,364,5876
344,1134,427,9793
141,1604,869,5029
371,804,885,5151
231,1505,330,1374
163,200,453,6866
546,825,110,1293
363,1851,907,7457
945,1232,1667,7390
983,554,1903,4471
334,225,486,9671
10,1393,636,2114
407,662,1576,4263
74,34,406,5193
299,815,742,5557
946,1124,568,3714
912,1691,575,4971
380,368,1391,2188
709,1492,983,6189
852,1458,1144,1261
775,763,35,1420
846,1402,99,2397
885,1671,705,6247
735,1861,566,1848
633,1021,109,4220
585,1800,1697,646
27,1433,1152,9454
462,388,424,2189
395,1091,1967,4987
682,1999,1588,8850
977,1527,320,3943
375,727,579,3735
420,209,848,6082
363,1964,1587,8433
894,1481,1918,10498
215,688,789,10140
830,162,976,7530
100,349,1771,3730
757,425,326,4626
92,254,357,5292
574,112,1053,2613
265,990,1873,7719
205,1153,756,1512
79,1249,1103,6713
36,563,160,1760
10,1458,537,5680
626,1340,1689,5316
89,94,1248,2544
743,552,644,1684
18,1982,1233,7110
563,683,909,5858
373,695,1513,8061
785,1859,1547,3846
93,1962,1352,9569
31,1541,1038,8618
662,981,1716,4425
139,1948,1556,7833
569,1719,1267,9851
972,1791,611,3860
20,1855,1621,9934
148,1532,243,4591
220,650,1326,4226
732,1767,76,1818
753,1207,1680,7252
218,1311,1678,1522
540,1497,945,7050
974,608,945,1988
558,1024,1830,8970
907,159,936,6755
57,126,1797,9375
424,947,209,9088
274,611,1864,5394
139,864,1754,554
22,256,939,1890
900,1028,846,5012
377,684,731,1910
921,492,969,8843
372,102,1083,1834
62,1022,1700,7760
563,595,1993,2428
777,88,436,4786
341,1996,398,10269
166,1797,1075,8139
150,1503,586,7860
522,1153,54,9185
987,1123,1092,4164
606,969,1552,3471
583,1175,329,3780
500,322,562,2961
895,1794,359,8677
998,1789,1387,4579
559,1418,1991,9251
347,1867,1294,8341
271,1406,1581,391
429,743,1222,2204
942,1111,1413,1548
606,579,1846,8735
232,373,434,7607
559,1413,217,1378
207,1573,1930,990
452,787,1545,2298
738,858,369,8298
500,1210,1547,891
920,278,340,8800
588,1657,1928,1720
860,528,425,5305
218,322,1876,5536
871,1293,761,6433
80,785,222,4519
548,1555,1652,1224
613,172,1027,6864
702,1683,394,1296
540,1003,1937,3864
825,117,511,6993
764,1198,158,7190
250,1958,1061,7980
737,1733,1671,3671
605,1216,249,5638
414,1879,596,7177
85,1411,70,6171
621,1594,972,4954
216,1295,1925,1055
195,1135,1402,2705
994,1763,484,5681
296,802,245,3183
945,242,1693,3988
43,1350,529,1674
392,1766,1003,1797
442,1702,1577,8074
89,1973,1403,6204
986,1917,863,7481
154,1368,598,2643
977,808,861,5467
477,1336,730,482
620,902,132,3201
58,617,391,8469
109,522,1789,8312
478,353,866,3320
617,955,95,6121
898,677,512,7745
732,855,1962,9381
774,514,1677,9132
593,1439,1007,7876
783,301,1193,2756
48,230,1432,2243
376,1645,996,7950
31,1080,941,8174
485,1621,1199,8037
600,137,453,4428
939,1249,442,6024
991,26,456,5728
530,848,948,769
2,1724,35,9110
377,1192,795,3329
571,1443,1207,1426
930,1938,1532,4168
241,121,1440,794
540,1598,1349,8674
586,706,994,10006
581,1850,152,8967
594,844,1371,7932
356,1446,279,6350
684,992,1488,10301
922,803,354,3615
196,1147,79,2167
857,232,1503,6259
418,1715,1432,9109
658,1580,1526,4772
272,331,242,4045
501,1205,808,4148
34,80,1573,7943
624,466,1451,3490
460,1565,1518,1146
717,828,1982,2784
669,1632,1984,6576
252,1462,1333,699
633,1112,319,10591
511,500,1685,9827
47,1360,570,340
184,555,1203,4344
490,1636,892,3036
272,1724,862,8539
612,295,1242,7656
526,1671,745,4301
127,1976,899,9618
209,1251,226,4387
623,962,761,4157
781,306,1773,2834
141,1943,991,7253
172,1665,129,1871
864,654,629,3382
677,1770,1040,10606
446,80,1230,6014
118,1807,1567,6950
714,1185,1633,9275
10,103,1405,3749
760,323,1194,5133
303,1606,273,642
759,124,1406,3621
153,106,1683,766
322,429,703,1425
536,1777,1519,9520
976,795,431,7722
444,858,1429,8702
341,1175,1345,4852
220,575,1088,7532
109,1560,1123,5514
409,1412,1344,979
417,224,1641,9148
601,459,393,5957
504,1383,1453,620
776,559,1674,8000
39,1955,413,3070
508,1745,1554,3964
458,1861,114,3509
262,975,1098,10088
669,241,1686,9102
117,508,187,8773
449,4,1461,8256
767,24,507,8069
413,661,1416,2291
707,1308,683,5588
825,26,1781,5461
822,1075,1516,3356
525,297,1422,4334
460,817,1793,9223
117,1932,1987,5722
216,502,1112,7949
716,239,489,4357
76,648,1338,732
420,1221,242,3571
891,1353,1814,10031
171,1814,1767,4281
389,655,958,7596
25,1256,110,331
127,1255,1975,9023
373,272,1621,4865
653,559,465,9522
903,1713,489,9305
23,433,1042,4517
469,195,618,1865
743,1417,1307,4203
422,1006,1274,4775
176,617,1463,2338
852,1251,1656,8528
746,22,1680,5290
830,618,1169,3978
537,1093,1566,1364
265,1909,162,2920
972,1611,1086,7683
873,1071,444,9564
628,825,1727,9881
569,1510,1289,8433
269,1078,1051,7794
328,117,369,5498
454,1600,848,3950
294,1581,315,6388
121,443,1691,4343
158,1282,1970,9476
177,1221,1722,2166
655,569,581,7234
327,907,648,5831
879,338,528,5059
306,683,1951,1688
910,304,1461,5077
88,1547,251,3254
750,609,1927,3385
37,1927,1051,5582
872,1075,654,10093
590,510,206,5799
856,510,1667,10666
838,1634,822,10265
345,1070,1019,5727
251,1218,1017,4234
839,431,1092,2244
977,334,525,8714
148,1039,1959,6348
15,208,1181,5757
366,1984,1264,7077
834,1328,1368,10573
832,1037,1382,2716
780,992,1168,5952
117,393,1861,2301
703,357,1956,7020
316,673,17,7319
287,560,1591,8697
907,154,1590,8337
350,1554,486,4700
296,367,1643,9299
193,1898,449,8654
391,1875,923,6758
442,569,142,5141
280,1070,190,9658
900,1254,1962,2633
300,1514,1072,3267
897,1476,1339,969
425,1917,1497,5418
249,763,1097,6366
933,1611,1119,8818
742,533,16,5784
514,1258,391,8575
685,304,1622,1315
751,1563,1612,6354
997,711,1418,1874
405,785,1585,9353
615,1429,300,4908
800,1150,1372,10442
243,710,700,2783
799,151,1183,880
366,1466,95,1697
784,877,1617,10698
119,1156,399,8074
849,1314,111,1205
439,1622,1654,9950
770,1360,1161,1349
503,1671,793,1148
581,115,1495,6844
432,1921,1506,8931
182,291,341,415
460,1239,1659,1494
758,1913,1665,6775
117,26,1700,5238
30,579,13,1765
976,1963,489,5253
148,1906,1782,1089
527,1887,1869,876
272,596,694,1677
863,1606,739,8327
384,1931,1486,1929
879,1825,1259,5199
101,997,717,10044
71,644,29,1817
704,1166,614,8600
833,73,1078,2187
622,1595,23,7952
804,1055,862,5092
407,1538,511,9767
346,1921,1111,5112
851,763,1242,6808
366,766,1782,7201
829,1674,77,3414
788,1491,1359,5495
617,1569,1144,1517
548,564,1691,3889
290,357,1670,7984
421,1006,240,548
180,1826,1971,1855
654,1812,1264,2431
113,43,591,5278
237,1686,1967,8662
937,142,1023,1520
93,1585,261,1559
259,61,1590,8953
106,1907,30,6856
243,801,1192,1398
422,458,1208,10113
334,440,672,8294
22,934,559,957
872,1358,1423,1227
270,1027,1911,2264
985,1946,469,6141
139,1516,1761,6420
465,1093,693,10102
453,1393,180,7862
383,46,1993,5747
593,1670,1163,4567
376,1563,1450,2880
437,1584,1877,2583
855,1562,839,8524
421,732,1657,7725
155,1092,1606,1365
334,1454,884,6513
530,1055,620,9351
580,181,685,5462
959,619,1905,7783
131,1951,29,6329
767,872,947,10453
720,1505,316,1827
500,1112,1257,5486
521,125,572,3955
139,1008,1213,8162
964,559,1225,3779
134,222,1515,7195
766,1724,1535,2801
811,1011,748,7618
406,1363,1670,7379
769,824,1762,938
93,1867,1156,8916
883,418,1491,9879
240,1728,1935,5255
748,297,1084,7645
164,303,957,3198
324,447,1976,4804
659,880,539,4071
217,1656,514,5205
939,658,91,8069
619,465,465,4488
230,1063,689,6329
581,946,553,1372
732,1659,1680,4573
585,1438,91,3941
178,819,422,7700
79,1762,1263,5004
353,1423,1633,5427
670,467,1193,7370
867,874,209,2961
680,72,146,6930
825,1641,605,9632
900,1278,1374,6152
160,311,807,7163
426,133,947,4722
402,1303,357,2703
31,251,134,5300
120,803,659,9884
726,1214,1476,1230
514,413,1894,2459
384,1764,992,2245
739,1685,1896,4461
424,1044,548,4107
475,613,930,878
559,315,837,4890
166,1999,410,9977
388,688,1748,3294
332,613,797,5060
522,1310,275,8231
749,551,678,2318
789,364,1973,928
752,651,1774,5435
