db1.tbl4_clustered_btree.col1,db1.tbl4_clustered_btree.col2,db1.tbl4_clustered_btree.col3,db1.tbl4_clustered_btree.col4
776,3152,1258,3032
381,2635,1936,4351
862,3352,873,5700
939,6774,75,1322
503,2811,1835,1263
446,8365,1455,5689
679,1060,1758,4631
343,1398,1012,1285
424,7222,1922,3119
624,7831,319,1920
839,3402,1640,2986
305,3735,1548,7179
147,1060,1975,9978
848,3219,1279,5244
731,1147,1681,1339
453,4835,1192,1334
937,9669,1926,8253
32,705,1490,4923
731,6222,233,7211
500,2596,1255,8005
318,1179,502,2312
696,3832,745,2019
192,4807,696,7960
872,8792,363,1883
179,6369,835,7082
866,2382,625,1554
983,8313,1670,5051
517,475,912,9951
390,8428,1244,3837
520,2826,917,8417
356,3913,165,7611
572,9859,1040,8647
463,8573,542,9095
929,7571,399,10345
674,4484,878,3136
98,1470,1903,5221
147,3264,162,4325
569,1179,546,6718
726,2510,869,2478
315,1179,1556,4944
181,514,608,6097
546,3467,982,5092
302,209,704,3661
557,6967,1871,5570
598,1179,603,8202
3,9944,1719,4017
777,3840,1550,1676
106,4039,560,1295
74,5232,537,726
39,4166,348,8035
638,9698,1862,1620
694,1068,1909,1269
118,3856,80,8642
72,1765,881,4379
551,6685,1703,9031
203,9419,355,6956
976,4571,1019,8716
95,7407,672,1150
278,571,204,6304
142,7621,1742,4511
114,3225,239,1438
475,9765,1960,4070
883,4561,1463,4710
997,224,171,3320
132,8749,1426,2014
167,5673,658,1320
913,3528,366,4283
244,6635,254,8532
276,8644,1883,552
974,1897,761,6378
258,2849,1756,5550
45,741,835,8568
345,8900,132,4543
846,8345,1564,4542
894,8657,1316,4096
236,8758,1972,2322
52,4057,1145,358
147,2814,560,1030
698,5569,296,7361
532,6222,1461,6721
89,8202,994,4378
232,1004,543,3821
726,4905,268,4367
880,4944,60,8216
50,6304,1118,5158
664,498,660,2826
835,6315,1713,7544
627,7000,1922,5794
393,6369,854,3534
213,1179,664,6344
450,7436,1674,5053
338,4390,1272,492
350,7486,815,3980
648,1551,1111,9300
284,725,504,1680
932,4681,1676,9914
877,6727,1013,7674
582,4429,1985,7176
244,6880,1673,3953
549,4457,713,2416
727,9121,147,10607
638,934,307,1214
583,9264,868,7846
225,1179,1479,3989
826,3812,1899,9379
440,872,1784,896
473,8490,532,4034
443,2606,855,3553
795,5818,11,4324
411,3268,1215,5318
813,3984,1806,5781
245,7186,61,8786
582,6061,1058,5129
706,7540,890,4789
499,5273,1048,607
981,8385,1035,8732
950,2651,0,2181
549,2435,1219,1125
116,5525,1830,356
749,367,515,8315
363,2609,1044,6172
913,7615,577,7634
203,7122,527,573
350,7945,1878,6404
318,1889,928,415
358,8719,318,5964
516,2147,1889,8672
939,5558,782,10626
488,8469,1750,2943
668,1179,1288,4114
106,328,1487,9703
739,1023,96,5550
653,8955,73,8480
825,32,1941,3516
171,3168,1789,1143
657,1179,330,10361
518,6756,1843,8324
854,3388,253,3777
864,6464,1770,5865
957,1060,1421,1765
812,2589,835,8288
527,9279,1138,6490
319,1179,833,6254
36,393,1549,4266
498,666,426,825
664,2925,277,1346
264,7978,166,387
694,2258,1935,1447
667,7538,1297,8781
648,7266,650,2254
907,2314,1816,7432
401,9267,428,3979
986,7289,1084,5652
601,31,392,7809
951,1020,1540,10611
217,9551,1023,3062
329,1060,1859,3267
185,291,1685,6504
380,7598,1001,2807
208,8791,306,8564
562,170,1136,10263
287,6511,190,8443
87,3892,830,6994
943,7300,818,8675
135,9298,871,6021
157,1179,1399,9549
793,2939,1865,5961
919,111,170,4200
154,354,180,8964
462,1179,1118,3174
219,8073,174,5173
458,8382,694,4181
166,3642,1890,1852
321,2309,579,7761
690,9939,359,2296
840,9554,891,10385
561,7215,1031,4800
812,5020,471,9622
511,3927,1727,5614
86,4424,1116,8631
544,2919,1291,824
274,8964,528,5206
140,2064,891,3690
717,5655,837,2676
735,8026,1233,1124
624,5743,885,5807
789,6225,716,4656
915,5637,79,5275
352,2843,890,2405
4,6249,1188,5012
381,1683,1369,8740
723,7887,318,7039
767,146,265,2933
333,3079,1847,8439
474,3876,1275,6746
985,9916,723,1171
927,2558,1401,6109
29,8926,297,9518
346,4133,1973,2991
921,6070,546,2137
593,7391,738,5220
492,8078,1274,1697
982,8762,389,7685
747,3658,148,974
494,7529,604,3107
855,9939,799,2991
387,1419,1092,7698
872,9072,785,7830
834,1060,1207,1083
252,6930,1341,2524
629,8956,898,6667
938,6426,1922,3956
29,7604,1915,2244
622,5801,1809,2779
911,4347,1952,2707
765,9587,1447,4009
710,5420,1848,8756
806,9539,567,1102
341,1179,1593,2268
808,9046,619,3064
286,2083,166,7707
944,7626,1327,6145
396,9445,1205,1853
508,9860,1990,4054
936,1179,840,8297
243,9754,1746,3907
220,9822,648,10001
155,7499,940,7809
382,1179,1679,477
747,2949,625,4679
319,7243,715,9870
372,3511,1548,7284
530,1151,1481,6670
214,277,91,1953
366,3766,1788,1718
113,8522,1916,5037
199,6503,1201,5956
24,7731,1641,1566
933,870,341,6177
120,6245,1280,950
741,8568,242,2346
610,2636,1650,5255
857,4093,1402,8794
2,9013,1849,6854
897,1863,1275,7413
772,5978,600,993
444,4223,574,4395
253,9134,1496,8975
19,6495,520,6512
203,3753,1396,9776
805,8450,663,4922
975,9425,39,6383
356,1179,965,1109
127,1184,1900,1315
357,5861,510,7465
291,2406,458,7778
173,1878,56,8773
732,829,1963,1528
354,5404,246,5499
880,5953,1054,7557
36,6449,107,896
309,47,1643,4480
660,7467,682,8835
916,9457,255,1281
603,3575,837,2117
581,1734,180,5517
83,9313,856,3017
509,9007,1496,10284
443,5384,133,941
419,6328,481,1788
204,9911,347,9647
487,6926,725,9377
778,8926,307,8894
87,3516,718,8410
251,1906,157,5615
722,1262,1818,812
854,557,1095,1325
30,6470,1068,6114
868,3362,651,10325
420,8047,91,4902
827,289,1215,5953
60,2274,178,1171
578,3870,901,1175
225,3595,739,9324
924,4270,1786,8542
962,3712,1018,2316
334,846,1726,8211
838,2809,1193,3227
578,7874,985,4653
639,4930,499,1102
110,7473,564,1182
490,4982,1722,5936
271,1919,299,744
812,7779,730,5795
33,858,1275,971
211,6896,1231,1521
299,1139,1732,7490
372,7843,25,2712
124,1179,1209,3644
102,9226,1914,4158
992,8358,207,2078
717,7177,1973,8414
119,1823,1432,7223
681,1971,1741,7413
546,8519,639,805
893,5166,1774,2549
330,3596,1780,6620
757,5954,792,6670
851,820,1005,8824
925,4494,1671,1516
308,7924,591,6175
569,2778,855,10193
411,2682,1590,5988
398,488,1079,626
933,9980,418,10493
305,4845,1031,1929
652,9582,1758,7742
622,1338,502,4601
162,1133,1501,901
622,4651,154,7143
663,3162,1413,3837
887,238,1041,5936
64,7467,1836,2711
617,8961,1628,7053
215,7410,1017,5601
602,7120,469,5173
913,4086,1544,7507
953,776,524,8433
25,3778,1350,1210
668,5015,1485,1257
583,1733,371,4800
43,2948,1447,7691
89,7235,154,1224
132,1693,67,3552
160,7395,390,161
743,946,1870,1634
379,4255,969,8261
260,4937,186,8322
382,6898,1396,3935
368,1124,1148,6437
110,9440,1201,9273
675,8746,1193,7632
76,1388,1583,4280
208,8606,849,8679
12,7645,324,5796
920,1060,573,2618
569,3647,645,3453
897,839,1031,4476
855,1179,1950,8050
547,8847,654,2798
24,9847,554,4664
545,4872,553,2901
139,978,397,3553
274,550,545,9474
369,8491,915,6077
873,9512,1111,2951
221,5388,1827,4416
36,3979,1678,2750
874,2095,1244,7821
128,204,1884,1466
315,8613,1300,4004
322,1985,1003,6936
432,6463,574,1173
217,3746,92,950
846,1179,318,8685
941,1703,1143,2747
247,6233,646,2000
110,4024,196,7468
815,3683,731,6672
731,8165,989,1755
707,1793,1730,10381
146,6101,1322,5910
343,5378,452,5552
508,9902,1561,4062
504,6254,1352,10475
551,5658,560,6767
133,6078,406,4951
463,683,1860,5029
863,7175,722,6188
989,22,1283,7883
190,5765,1978,7272
162,9624,164,3530
455,6714,1397,3084
60,1791,1817,7002
4,6031,1814,8724
36,5454,1515,4268
459,1179,398,7120
216,3495,1016,8093
736,5266,1070,10399
998,8186,640,7273
727,751,1981,10286
138,7595,1675,1857
617,3426,270,9850
98,8857,384,3585
679,8499,1464,8854
960,1868,563,6804
263,8494,988,9014
598,711,230,10354
595,525,110,7070
223,7321,416,6092
10,8951,802,6472
326,4701,850,2126
697,2546,394,5772
349,7911,1303,4611
378,8297,131,524
943,8076,97,4771
230,1179,1734,2347
140,906,651,5587
617,6301,1906,5631
764,6388,1101,6711
955,3665,252,1273
48,5654,1910,5797
450,8261,1132,704
774,2925,1925,10302
490,9290,242,5547
204,134,962,8730
868,8110,1110,5261
408,736,1490,1452
406,1060,174,2197
50,1179,1602,2569
174,1876,1566,1135
736,6856,1872,4485
260,3958,598,4825
479,1437,1578,7995
733,5551,400,3547
222,2287,466,811
268,6680,1910,2256
809,216,352,4674
892,1179,352,3881
900,3083,1179,6565
918,6650,1113,5459
317,6561,711,2277
384,386,976,9230
585,5253,1621,1663
625,5434,480,3699
218,922,972,9765
53,8227,85,5082
199,9020,1636,9849
883,9827,1505,8269
642,3264,1762,5398
338,1179,998,6713
703,5261,1188,5398
690,6391,848,1609
897,2368,798,10835
304,5643,1227,2062
798,3457,120,2629
751,3938,1687,10114
244,9676,12,3522
841,8514,1791,1200
628,5932,1863,8214
207,9352,1819,4017
996,1179,519,2436
723,1060,987,2442
510,1824,1789,6182
258,2966,1138,813
379,6471,1331,9804
162,2215,578,2459
737,2405,1537,2272
340,2915,333,6622
931,1060,1481,6016
575,6227,631,9676
927,4921,1327,2888
757,5615,1556,8899
529,3069,888,8732
33,3967,661,1012
823,9123,588,1095
997,2528,1936,8254
322,8837,486,5466
180,7455,523,4813
962,1179,820,9072
346,1179,584,2034
705,8860,939,2300
191,4670,51,3433
578,5656,1900,5261
720,2038,1415,8334
877,316,418,6716
678,2647,185,6464
245,9178,159,10152
244,5657,1279,5373
677,7445,631,10070
807,6072,1233,3652
914,5949,1244,9362
722,4473,1797,6860
132,2165,373,441
196,1937,1043,5530
909,3870,1960,8106
346,6169,1231,9626
48,4334,582,1224
63,7276,1195,6246
623,5209,1811,3720
867,8573,6,2591
696,2840,1446,3324
103,1655,1903,6247
930,7859,1077,2280
212,5137,1226,7937
516,663,197,1135
118,501,895,2666
855,619,26,10425
760,5774,1406,6003
678,1919,1526,1655
894,6919,1949,6437
241,216,1651,9970
279,6167,477,6132
423,5613,1919,4195
362,5881,530,2895
749,5095,120,9418
305,6516,1060,2199
716,5952,1206,10540
485,5657,1963,5836
313,8521,1142,2353
512,7321,1755,2077
682,5953,966,4807
166,935,743,4434
393,6560,557,3232
769,1060,1854,1236
62,8614,1404,3450
271,5760,1954,8447
36,3345,686,6576
15,1181,1866,7262
765,1690,1338,3508
342,4795,606,5984
345,3504,112,9956
847,4208,800,1873
538,9132,15,5169
958,1780,741,9750
622,7779,1422,4214
232,3509,195,1219
989,17,606,9786
575,158,883,7813
608,1033,1223,3355
415,5881,20,8745
904,7683,897,6554
266,564,1923,4491
996,8890,1583,5492
325,9960,1308,9761
925,9081,997,9758
743,8582,1846,1179
910,6282,1157,2333
442,7027,765,9770
559,2809,1596,4280
861,2172,12,6535
721,3699,600,8970
75,2266,24,1211
246,7919,938,9137
827,6245,1669,1972
579,3111,1851,6158
312,1179,1891,9612
575,1214,574,5070
693,8054,1277,7192
591,2481,1724,6833
342,2058,545,8641
714,5819,1723,9811
181,5365,1045,5126
954,6275,1462,2946
983,6627,350,5105
725,414,83,1530
934,7497,860,2926
631,4663,1286,8127
398,1179,1603,3998
240,1579,644,4250
846,9936,854,9121
713,8452,734,5071
923,6735,249,6238
291,4675,124,3611
53,7171,1782,7602
144,6484,874,2649
355,969,1756,8183
597,94,1949,8482
982,6159,1512,3438
476,5230,1100,7724
21,4081,172,7889
330,5341,375,6679
291,7438,1822,7254
235,9066,1613,3297
28,8527,817,3880
694,9716,1920,5684
937,163,1532,1324
159,1060,783,7196
909,6555,1876,7819
529,8510,396,2532
549,1278,1956,9772
100,1854,368,5845
289,6693,1605,1829
376,1443,504,9017
172,3765,1092,3719
342,186,1911,9630
927,6285,1618,9978
877,427,1946,1178
578,1147,864,7682
190,4120,406,2209
438,1826,1586,9510
554,6990,595,4715
634,3758,56,863
789,1680,1701,9902
342,5142,764,8052
707,3807,25,2539
844,8313,1800,9086
124,982,748,3802
607,9445,1104,8103
889,8208,521,5371
668,4097,263,9612
551,8458,1729,6438
359,5647,1986,1837
502,8442,1885,2590
172,4372,33,6212
886,5933,1718,9038
393,5356,461,3386
460,3606,80,3800
684,9912,869,3027
119,6076,598,7307
272,2271,1076,1510
357,940,475,7213
385,7653,486,6045
912,8664,1164,5251
875,513,776,9249
857,1179,1498,9592
886,8491,1877,3712
933,7118,1990,8024
932,2501,150,1024
318,3961,1400,2733
260,2528,607,4514
280,2122,704,8406
328,2356,1412,4861
123,4171,1028,6639
475,7468,1556,4876
277,2794,657,3309
92,9756,663,3381
958,5935,1651,5396
546,9790,1919,7413
822,3568,1185,4056
127,1219,1374,6124
531,6623,1686,6832
772,3176,663,1905
166,1800,1349,2228
830,5193,827,5457
235,9290,1291,3706
31,9312,623,499
230,7408,855,1574
190,3722,954,9260
841,7276,1326,6939
935,4123,477,4742
656,9799,159,5392
612,149,1290,5569
590,8873,857,3935
507,3225,720,1095
456,8953,1723,4339
671,8374,649,10192
254,7370,1706,345
278,8364,1327,735
970,8546,1383,2854
699,2201,873,3820
972,6744,532,8614
721,8924,606,6332
752,9111,1148,8704
55,9526,1904,9650
648,8037,553,4351
105,5217,1196,4587
580,5419,558,2561
701,8552,1147,10685
191,6027,1477,4657
277,9065,205,2508
543,9278,866,9506
174,717,378,5955
769,6803,364,9165
634,4936,1924,9047
84,8446,490,9467
987,4356,2,4302
947,7296,306,6122
727,522,1967,2325
215,6019,1438,4477
13,5648,208,1555
36,2627,1341,8369
26,8607,1604,115
663,3076,1112,5069
575,917,739,6065
69,8397,1307,3775
153,6612,1690,1362
437,9282,435,5415
764,4852,585,3988
270,8458,803,5126
540,9958,642,8333
995,9955,369,7234
73,4570,786,6926
795,9701,1348,10346
570,152,396,2108
754,553,287,902
840,4582,535,8905
148,7970,167,7847
505,7758,1725,1930
9,7215,544,1726
643,7191,1717,10189
501,1398,779,3136
61,9963,395,2424
387,6852,361,3494
894,3428,155,6522
773,9248,1961,2274
729,7639,133,2180
231,9029,1403,8872
847,2612,1775,2682
583,9158,34,10218
987,1521,404,6838
527,3796,955,3475
549,7975,1812,4484
688,9213,1767,7518
444,7170,478,4153
320,3120,430,1609
893,3085,1235,1396
82,8060,1752,8033
433,246,1238,5484
16,8623,258,3113
368,566,975,2515
667,8672,522,10324
683,8726,1343,5203
907,6251,1945,2804
581,4271,382,4297
582,1179,868,9424
254,3958,1583,1464
455,2574,1955,2642
642,4247,483,8700
560,5395,1341,4380
532,7205,232,900
391,1621,1027,3234
319,2995,1278,3769
219,1970,396,3737
698,8622,1952,7342
413,4415,501,10241
31,2118,325,3891
714,1111,971,1858
787,2214,1440,3913
753,4726,986,8413
15,796,701,32
408,3307,321,6407
827,2969,262,2483
172,9613,1316,1768
648,6463,512,9785
178,5934,919,1465
870,4627,1854,1137
572,4102,1964,1006
496,9937,1114,2531
935,8429,1028,3432
103,8029,1141,6543
316,2498,114,6353
706,5233,1445,8512
767,8640,111,3975
975,3229,1308,2588
587,9196,900,9497
782,8001,1140,7946
180,5518,621,2411
131,1179,442,6594
662,7903,130,9594
154,2629,1498,5849
358,8120,56,9354
234,4760,1074,4746
759,1558,615,8719
164,7817,1881,5050
716,2960,840,4487
426,2227,1685,10344
676,952,1833,6699
487,9727,24,6391
212,492,1559,3724
924,1616,433,10214
765,7880,564,8868
156,2990,1711,2000
688,3398,1902,4612
74,3583,519,4955
434,8981,1066,968
177,6065,748,7754
795,9321,114,6525
841,2381,1702,9317
644,9589,70,8631
636,2499,1359,9957
311,4279,1777,9006
831,6847,1789,4972
126,6483,696,8062
376,5991,358,9104
344,4706,949,8597
224,1476,662,6085
16,224,1794,5217
496,6999,702,2879
992,1316,1456,9394
472,1179,1904,2919
864,5973,1878,5668
310,2796,309,3579
757,7428,1584,9325
136,1671,1583,9513
474,2813,769,7438
216,6964,1669,7278
195,4462,1335,3693
200,5402,1567,3047
365,1506,24,8023
718,832,1691,8164
527,1060,1953,8610
399,9215,998,9377
524,1410,970,1256
589,1212,1964,5652
213,6633,303,7526
340,6193,815,7576
328,2248,929,3027
958,8366,278,3116
118,3346,302,3782
424,2237,153,9694
692,7301,1203,8503
835,8070,1191,8988
841,1636,1114,5460
866,1179,1083,3059
372,7981,1044,4935
648,1568,1566,10424
178,1651,1428,3184
431,2376,1347,4475
719,7668,29,1929
944,7708,1348,2930
401,1396,15,3571
393,3582,1839,7866
980,2822,1253,2728
882,2529,1743,1639
565,9769,264,9934
78,5586,1198,996
782,430,1289,10093
906,3585,1186,9803
423,6147,1488,6477
117,4432,15,5046
367,9310,510,3228
105,7614,580,4599
104,4125,1018,1911
302,9089,806,9893
629,9033,1318,3278
893,6271,996,5316
740,1887,751,2035
147,8416,164,9959
865,3345,1542,3307
149,407,613,7788
815,1179,1822,3410
255,2205,766,5392
81,6550,208,1153
15,1192,521,4090
900,1179,464,10541
192,1422,1513,4134
722,6655,1382,2493
73,3273,1753,5748
276,2042,555,1293
60,3659,824,3752
972,1060,1081,9682
950,9385,668,3301
535,2818,1312,9862
534,9520,589,3306
342,4177,578,1253
394,1316,1503,9401
942,6918,1707,1915
257,878,1214,3359
197,9253,1109,7659
52,6585,1831,1852
650,1060,962,1458
270,594,1821,5708
200,4280,1116,5333
395,667,1117,9156
377,4644,1364,1346
890,1060,1543,4969
675,6007,660,2554
603,4703,747,3922
534,9464,1497,5239
922,6756,1722,7533
87,8157,1546,474
397,9553,683,8464
181,4480,1385,6138
866,4192,1309,3355
282,8788,1597,7791
532,3981,834,9239
560,2798,1996,6497
189,4783,1595,4033
204,4738,1091,3094
967,3578,1132,2409
43,4784,1285,765
299,5559,869,9246
639,1060,1309,2889
993,1179,905,2901
700,3317,1099,3286
681,352,1815,9258
278,1060,1084,6404
712,8062,817,7485
384,8668,633,8574
636,9618,1392,4723
803,4090,795,10486
310,6809,1216,5388
877,6134,61,9019
527,1069,632,3845
856,861,1300,3894
273,85,1711,9537
481,6890,1439,1249
805,2641,1711,9983
450,6020,1347,6007
531,9441,63,5793
530,5265,65,726
524,7421,457,2831
16,7689,1957,1405
717,6785,1959,7456
29,6106,343,5340
469,6588,961,4027
810,9077,1217,3800
303,5525,34,6300
554,3977,220,10415
92,3386,1376,9701
881,4075,1711,7134
577,8254,279,6810
630,1777,948,10408
820,4030,1474,5487
583,3205,1096,4985
845,815,1922,7050
161,9742,205,9284
972,6856,1114,7960
841,1060,604,10575
327,2209,594,2319
966,3069,1493,5025
780,8618,1153,7983
729,8215,1818,7622
253,5093,1630,3397
439,5221,1667,7321
570,1304,891,8040
543,3947,1247,10269
850,7933,1408,3524
119,4394,546,4667
974,3078,1454,10026
821,7098,1433,2373
513,7706,1475,6527
629,1179,768,2021
548,6120,1414,9120
978,1179,1399,6316
96,7352,141,744
870,2275,843,7264
369,7236,663,5029
416,196,648,1236
256,9729,615,727
127,9322,868,8181
358,7313,547,479
155,3231,394,5600
656,368,284,8351
56,3228,1991,4932
581,9008,1787,3376
947,1491,1561,5163
555,7027,867,2741
723,719,1598,2857
686,1179,1764,2863
652,4734,1615,2951
75,8987,328,6056
157,2202,766,1540
84,3207,1227,4226
321,2503,1268,2289
308,5782,831,6952
529,6175,382,3001
283,5134,331,5777
899,1882,641,10341
41,9594,450,5947
893,1987,457,4003
884,8287,1295,9210
133,814,1224,8934
613,2660,1675,9862
648,9333,1857,7219
403,2569,1718,4177
492,7347,915,5147
221,5343,1521,479
228,7421,824,7096
805,4018,1170,7622
451,974,1319,6195
997,1861,1780,10104
305,648,1232,4247
827,8933,825,1064
908,1576,347,4263
118,2599,1443,8997
610,4879,799,8514
861,1787,648,7462
937,137,1857,6643
323,2056,1565,1481
920,1831,0,1514
158,8760,62,1908
238,4726,1869,640
395,5894,643,9408
319,4266,195,4157
846,9075,1014,3386
188,4607,707,6066
308,7678,1955,7798
248,4470,1607,10137
537,1895,105,6071
700,8395,1739,5986
505,4152,1795,2118
393,656,607,6972
651,9240,245,6302
405,3462,1139,4084
999,3126,1195,4551
180,3024,897,7418
20,3743,283,5016
674,71,1301,2138
582,5653,1292,6864
593,749,85,5475
154,952,50,6399
827,6279,1971,7438
866,4612,75,3966
558,4122,1104,4671
193,4179,1778,4286
223,6026,1094,8347
398,5171,1780,5249
748,73,1070,9626
279,2059,909,3858
979,9551,876,9771
9,1277,1528,9244
375,4698,773,5820
471,9193,1126,10042
151,1127,1572,4679
855,602,396,8421
615,6458,953,9848
123,1524,933,1696
696,5291,214,6416
801,9898,1482,10356
552,1166,157,9754
423,1932,1125,1679
522,9952,1967,1649
729,4292,140,9944
512,8856,1958,3296
925,6333,303,7006
170,962,1975,1219
849,1179,465,6032
793,9180,1100,3094
564,6698,1817,9910
124,87,508,153
174,4951,461,9152
503,8664,121,9865
776,2468,1986,3974
776,6212,1395,2140
384,4874,991,10117
710,1060,463,5203
767,8042,669,9272
683,246,77,3378
570,2878,763,7215
951,6131,1695,9672
105,4494,864,5985
946,3976,858,9095
636,9713,353,6495
527,325,1583,9030
37,8793,1184,1032
394,810,1745,7259
754,8595,1494,8250
920,6780,472,3551
476,5986,239,739
466,5546,1931,8150
721,6845,1303,8933
504,4689,334,9892
314,2274,693,5357
284,2227,385,5400
463,3017,1433,3596
679,1179,851,9076
263,7133,723,1899
609,1438,444,9431
645,3384,1331,8456
428,663,1968,4963
364,8345,1089,1462
180,732,1947,469
733,805,961,3337
875,4217,625,1082
993,8373,58,9456
660,8072,1640,4338
243,3679,1377,8849
312,4068,981,3780
75,1703,530,9551
880,8529,1446,5866
261,6246,912,10115
230,5301,674,9463
702,6770,1582,4792
379,1179,1126,7182
645,3298,1680,2939
308,727,965,2769
763,4958,919,8708
387,2937,1508,9922
756,4023,1206,6429
776,2013,1060,4143
324,1833,634,1267
841,9691,1352,4997
878,9099,1579,1043
455,5667,1610,2360
511,6007,1479,3567
342,2010,1290,9857
515,2249,245,865
441,8855,20,3750
548,8519,1433,6209
582,9040,7,1513
261,8456,289,4099
748,1466,360,10053
818,8445,218,8876
462,9285,831,2451
866,5654,793,10443
689,1236,580,4173
607,609,1772,8493
909,2033,80,2025
226,3194,685,8551
522,1179,554,9941
777,8741,892,7739
188,1218,306,6155
208,9705,1100,8112
12,4294,1846,4545
888,2189,1187,9759
161,9456,637,2830
571,5328,1936,10010
492,9481,1787,1683
434,354,71,1564
4,2864,1676,1407
201,8154,268,5831
415,2223,814,9937
11,3118,1188,5041
947,2840,13,2328
396,3718,438,765
340,8358,794,5432
751,3626,1248,4545
949,6701,408,7263
372,5418,270,6072
377,1126,1741,9745
224,85,273,8791
181,3777,464,2941
296,3572,1971,2239
815,2714,1992,1772
306,1179,1120,9308
430,2050,784,5352
689,2871,848,7318
117,2926,1121,1650
351,1047,1336,7236
