db1.tbl5_dim1.col1,db1.tbl5_dim1.col2,db1.tbl5_dim1.col3
4,266,777
5,5848,494
7,3811,1867
117,3379,263
15,4791,600
896,4000,1105
675,5927,263
871,6575,797
12,4641,995
1,4832,371
352,9131,333
15,6621,214
68,5308,1565
310,2734,1469
53,9598,1593
140,2504,1635
4,731,366
2,5614,458
36,3371,321
67,9780,1439
383,4400,182
263,3852,1014
922,6791,370
778,2276,994
60,9611,1078
24,2916,1338
167,7739,255
4,4700,1656
8,1005,522
175,3700,689
688,3159,122
457,507,467
1,5611,1329
3,6276,1361
4,338,898
10,7020,539
1,8254,727
3,7836,1214
120,7273,160
3,4394,506
651,1190,1777
13,3058,1781
1,4154,1424
308,447,244
532,2491,1137
584,7154,1092
23,1535,1184
552,3605,1829
113,9778,834
2,2946,149
30,4851,98
14,8011,1694
16,6200,462
12,4316,889
2,3089,598
10,3885,301
26,3381,750
5,3053,1022
2,2530,191
2,9253,1687
2,3185,1350
16,8108,433
3,8086,1142
121,2900,315
7,5804,744
636,416,1206
1,5846,1645
6,3415,1078
141,2431,1069
95,6394,181
13,619,980
379,9679,1232
1,597,1963
25,3329,1003
3,9382,33
9,3938,933
105,9117,970
1,9922,1916
1,5012,1123
13,7210,815
4,5689,1850
123,1260,1996
1,883,554
779,9037,503
59,5335,1674
24,9611,1897
12,7412,213
153,4380,1382
8,81,1881
188,2632,341
115,6657,1462
35,5469,1706
435,8628,907
7,771,715
1,1293,199
9,1889,1694
393,2327,1316
1,727,1603
170,7458,785
270,1690,1447
14,3845,1146
2,6737,1050
8,7833,963
11,4567,946
603,9756,717
5,3848,622
815,9963,1037
1,2940,1282
824,1299,709
3,2189,1216
2,6823,749
1,3569,327
6,2553,1938
57,4343,1265
82,2903,1900
9,2084,1961
3,5057,550
964,3213,1701
4,8284,1971
10,9399,1326
21,4302,355
142,6855,1590
2,3685,1097
4,703,1430
978,3410,1315
270,7849,1381
16,4756,524
1,614,819
369,3609,651
197,9963,1163
43,6124,219
12,2334,1256
618,5504,1155
5,584,425
6,3609,944
394,8286,89
61,8862,758
693,1485,754
70,4127,1957
1,8800,47
2,9508,712
5,6825,1083
370,925,1344
282,6050,1998
208,7699,470
35,6106,1566
2,9451,1567
1,4381,1805
1,4436,1461
337,4633,718
2,8425,655
239,5175,757
313,5560,770
1,4733,853
480,1321,363
465,130,259
67,5638,1068
26,8420,897
71,4283,1563
12,5313,906
46,7455,939
796,3931,1209
1,1389,1808
3,7214,131
28,1582,1616
4,5377,345
948,8927,41
123,4114,1450
14,3953,184
483,9440,1255
2,993,1160
5,780,1256
719,3352,1645
36,2071,1416
552,6421,366
889,1734,1607
8,2682,1826
42,2157,1112
318,3815,1392
4,7909,855
16,2334,1955
2,2298,1280
74,2815,964
1,4981,1905
16,2945,1270
589,3181,122
464,1905,635
230,4936,1254
2,3400,1499
28,1256,1656
122,6833,1896
1,8148,1972
2,428,191
1,2603,192
6,8241,1046
399,180,1179
25,4768,1703
334,9834,1153
1,7991,1751
1,530,347
231,6102,1134
23,4027,888
19,5917,936
20,4278,1989
10,2644,1088
427,8873,1798
28,5000,1168
823,6955,633
317,3044,686
140,2995,1395
66,4232,161
291,5757,517
413,7689,314
1,3662,1240
8,5550,941
233,4641,1184
3,314,130
45,6223,1490
193,3294,1442
3,8542,784
11,8095,943
530,6085,1638
8,4179,1303
52,7472,138
14,8064,233
399,4581,28
13,8522,503
8,6784,1924
2,7524,1407
8,1953,1289
84,445,724
2,9304,1099
110,3343,1587
1,9757,825
9,1767,99
18,5275,297
1,7956,955
94,8100,208
1,2062,696
1,8701,840
9,549,596
141,5604,1154
762,9432,191
187,9265,835
18,5867,991
4,7610,211
5,2013,910
5,6159,1463
5,517,585
1,5102,1527
3,7777,1719
1,6887,1202
1,4993,1052
5,6447,1158
8,1000,482
581,3065,1091
962,4232,453
43,4056,151
477,8430,1419
57,8279,599
23,2276,1101
1,7740,295
1,7690,399
1,1604,1422
2,8790,1067
1,5995,1003
2,5935,484
27,2085,665
24,1492,838
7,2091,1630
82,1305,1991
11,2802,811
3,2706,779
100,4860,1699
863,4398,1932
243,7335,448
12,334,1392
9,8048,1553
1,1278,1288
77,854,1146
3,7590,384
94,6839,273
166,2821,1440
407,113,1344
34,8581,921
280,4786,992
126,9619,1239
8,9237,1072
1,5421,1080
3,7136,1031
313,6616,1067
31,2851,436
82,1874,593
234,6905,276
83,8206,1335
341,5718,1409
1,8807,1164
486,2270,331
246,4785,1367
484,5836,1677
133,3550,922
4,3075,1149
1,2152,1211
1,3739,910
24,732,1981
10,4085,1644
75,5493,357
24,7679,830
1,8079,1762
1,4979,501
1,7661,1781
2,2800,891
123,3855,1964
5,2206,1866
1,1965,1724
160,1205,1413
641,4397,1344
1,6589,1171
759,4174,943
689,9942,535
28,5322,97
5,4324,310
2,7814,1501
268,2593,1982
52,7996,1938
74,6947,720
353,1089,855
16,5978,642
9,7374,760
169,1457,1514
5,1090,1196
7,6574,1282
10,679,8
341,8271,1742
191,9651,1201
5,2453,1759
2,3854,427
11,2465,1840
60,6679,715
89,7380,375
3,166,445
4,3887,565
593,7744,335
10,7910,676
6,8961,1536
103,4420,1160
19,7382,1876
4,6860,230
12,9753,709
2,5748,111
5,185,1811
13,4999,1231
27,5048,108
145,6055,1762
10,7110,48
33,6227,1716
693,8943,924
257,7319,587
3,650,1113
3,676,1443
80,643,366
48,7240,1735
34,2381,1940
2,4493,468
8,2691,264
165,1599,1667
126,9858,1234
2,6077,1106
14,1979,294
15,779,1441
25,7429,1607
18,2883,1307
24,8800,1789
247,7743,1095
10,5508,922
35,751,1402
53,541,238
650,8337,4
75,991,317
1,2723,1316
44,9904,1238
80,3069,1445
1,1111,1439
1,6448,1917
1,4063,1824
1,9209,966
1,5057,92
730,6773,1550
3,5323,1801
3,1281,863
344,3305,1054
157,1620,351
88,9798,1762
13,611,1610
1,4262,1097
273,6302,1321
353,4595,1956
21,4406,723
70,2015,1680
20,1936,1484
5,3688,1967
32,9488,228
97,2331,504
2,2660,1787
30,7567,1784
187,1070,172
20,4598,161
2,6044,857
377,5793,19
87,7567,401
64,4409,1396
74,1732,1560
4,7956,1513
22,4612,1349
6,775,1954
288,987,1791
46,2361,1037
121,2950,805
79,7479,1800
21,7839,254
232,7488,1338
56,4516,1842
3,6235,766
5,7181,421
274,5195,1448
644,3445,218
34,3401,594
10,4040,617
60,1034,843
21,450,1394
306,8856,1835
287,6499,1181
17,3403,270
232,3589,1200
2,2055,718
9,3173,757
1,8422,82
237,1793,1935
831,8849,1888
42,8466,285
174,6724,443
11,7949,1552
38,7237,1181
8,8086,1403
103,922,92
4,9540,594
2,3717,1112
468,1598,1727
362,8265,889
291,5188,1312
263,3662,311
132,2738,1996
392,6963,434
3,6146,1005
379,8756,1017
541,4162,1628
119,1116,439
50,1208,1381
3,4840,650
367,372,1091
42,6230,383
54,5948,761
53,2360,514
369,420,1979
2,9089,1735
1,7522,1093
3,2147,355
22,8117,773
19,1021,961
26,5509,217
1,8619,1748
212,3307,1681
5,8587,343
523,1056,1500
302,3439,1065
1,2652,1914
1,9074,1819
62,6923,275
1,8475,726
41,9292,1981
1,3085,1942
20,8543,699
13,547,810
47,6681,291
8,4062,258
2,804,1315
307,661,1506
5,2359,224
1,6180,1096
24,8092,1195
400,9612,735
5,9418,1259
16,9389,886
11,1544,1262
1,6987,1539
373,5757,83
165,6033,1414
1,6383,1597
1,9897,1849
1,1423,873
899,2643,648
13,5715,786
594,4170,1171
13,796,1498
1,485,1141
7,3225,263
13,4771,1891
2,1061,262
1,4027,1854
6,7768,453
32,1896,1139
4,4977,198
734,757,1766
21,7737,285
1,5821,884
12,1663,656
112,3068,63
22,3579,977
7,6625,1995
1,2934,1918
18,8170,212
1,1504,1676
9,828,1137
1,9760,797
89,1239,915
182,3909,1075
3,7869,1161
1,2375,60
8,8866,1872
37,970,188
176,632,1050
11,9814,85
9,2963,571
504,5159,1487
16,3885,800
16,9561,1954
12,5005,174
9,374,1624
131,1503,405
5,1218,282
10,9324,221
5,9860,1550
40,8948,1208
744,1330,1452
10,8535,707
789,8209,1508
77,9916,1753
216,4359,886
7,4377,897
3,8691,125
42,5656,1849
934,7794,1212
114,6241,1449
92,1373,1500
16,6721,1941
406,4269,1773
104,2461,329
88,6175,1473
5,159,1173
729,621,509
4,8434,1838
28,3260,30
7,3256,1061
2,5792,355
2,2654,1604
5,2237,1796
98,3660,1836
828,4544,12
334,266,1957
3,9626,1712
1,9285,1691
96,3401,1194
1,926,1707
349,5418,1233
271,2244,1219
214,1886,61
35,4746,737
821,5839,1436
17,6613,867
905,3590,326
413,5185,949
1,3786,521
456,9090,1027
5,3576,485
177,1417,1222
